Latin Name,Colloquial Name,Taxonomy
phacelia bipinnatifida,Purple Phacelia,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Boraginales,Boraginaceae,Hydrophylloideae,Phacelia"
phacelia californica,California phacelia,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Boraginales,Boraginaceae,Hydrophylloideae,Phacelia"
phacelia campanularia,desert bluebells,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Boraginales,Boraginaceae,Hydrophylloideae,Phacelia"
phacelia cicutaria,caterpillar scorpionweed,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Boraginales,Boraginaceae,Hydrophylloideae,Phacelia"
phacelia congesta,Blue Curls,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Boraginales,Boraginaceae,Hydrophylloideae,Phacelia"
phacelia crenulata,Notch-leaf Scorpionweed,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Boraginales,Boraginaceae,Hydrophylloideae,Phacelia"
phacelia distans,distant phacelia,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Boraginales,Boraginaceae,Hydrophylloideae,Phacelia"
phacelia fremontii,Frémont's Phacelia,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Boraginales,Boraginaceae,Hydrophylloideae,Phacelia"
phacelia grandiflora,Large-flowered Phacelia,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Boraginales,Boraginaceae,Hydrophylloideae,Phacelia"
phacelia hastata,Silverleaf phacelia,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Boraginales,Boraginaceae,Hydrophylloideae,Phacelia"
phacelia minor,wild canterbury bells,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Boraginales,Boraginaceae,Hydrophylloideae,Phacelia"
phacelia parryi,Parry's phacelia,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Boraginales,Boraginaceae,Hydrophylloideae,Phacelia"
phacelia purshii,Miami Mist,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Boraginales,Boraginaceae,Hydrophylloideae,Phacelia"
phacelia ramosissima,branching phacelia,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Boraginales,Boraginaceae,Hydrophylloideae,Phacelia"
phacelia sericea,Silky Phacelia,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Boraginales,Boraginaceae,Hydrophylloideae,Phacelia"
phacelia tanacetifolia,Lacy phacelia,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Boraginales,Boraginaceae,Hydrophylloideae,Phacelia"
pholistoma auritum,Fiesta Flower,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Boraginales,Boraginaceae,Hydrophylloideae,Pholistoma"
pholistoma membranaceum,white fiesta flower,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Boraginales,Boraginaceae,Hydrophylloideae,Pholistoma"
pulmonaria mollis,Hairy Lungwort,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Boraginales,Boraginaceae,Boraginoideae,Boragineae,Boragininae,Pulmonaria"
pulmonaria obscura,Suffolk Lungwort,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Boraginales,Boraginaceae,Boraginoideae,Boragineae,Boragininae,Pulmonaria,Pulmonaria officinalis"
pulmonaria officinalis,Lungwort,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Boraginales,Boraginaceae,Boraginoideae,Boragineae,Boragininae,Pulmonaria,Pulmonaria officinalis"
symphytum officinale,common comfrey,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Boraginales,Boraginaceae,Boraginoideae,Boragineae,Boragininae,Symphytum,Symphytum officinale"
tiquilia palmeri,Palmer's crinklemat,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Boraginales,Boraginaceae,Ehretioideae,Tiquilia"
tiquilia plicata,fan-leaved tiquilia,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Boraginales,Boraginaceae,Ehretioideae,Tiquilia"
tournefortia gnaphalodes,sea lavender,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Boraginales,Boraginaceae,Heliotropioideae,Tournefortia"
turricula parryi,Poodle-dog bush,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Boraginales,Boraginaceae,Namoideae,Turricula"
wigandia urens,fiberglass plant,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Boraginales,Boraginaceae,Namoideae,Wigandia"
batis maritima,Saltwort,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Brassicales,Bataceae,Batis"
alliaria petiolata,garlic mustard,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Brassicales,Brassicaceae,Brassicoideae,Brassicodae,Thlaspideae,Alliaria"
arabidopsis lyrata,Lyreleaf Rockcress,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Brassicales,Brassicaceae,Brassicoideae,Camelinodae,Arabidopsideae,Arabidopsis"
arabidopsis thaliana,mouse-ear cress,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Brassicales,Brassicaceae,Brassicoideae,Camelinodae,Arabidopsideae,Arabidopsis"
armoracia rusticana,Horseradish,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Brassicales,Brassicaceae,Brassicoideae,Camelinodae,Cardamineae,Armoracia"
barbarea orthoceras,American yellowrocket,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Brassicales,Brassicaceae,Brassicoideae,Camelinodae,Cardamineae,Barbarea"
barbarea vulgaris,bitter wintercress,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Brassicales,Brassicaceae,Brassicoideae,Camelinodae,Cardamineae,Barbarea"
berteroa incana,hoary alyssum,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Brassicales,Brassicaceae,Brassicoideae,Arabodae,Alysseae,Berteroa"
borodinia laevigata,smooth rockcress,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Brassicales,Brassicaceae,Brassicoideae,Camelinodae,Boechereae,Borodinia"
brassica nigra,Shortpod Mustard,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Brassicales,Brassicaceae,Brassicoideae,Brassicodae,Brassiceae,Hirschfeldia"
brassica rapa,field mustard,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Brassicales,Brassicaceae,Brassicoideae,Brassicodae,Brassiceae,Brassica,Brassica"
brassica tournefortii,Saharan Mustard,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Brassicales,Brassicaceae,Brassicoideae,Brassicodae,Brassiceae,Brassica,Brassica"
bunias orientalis,Warty-cabbage,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Brassicales,Brassicaceae,Brassicoideae,Hesperodae,Buniadeae,Bunias"
cakile edentula,American searocket,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Brassicales,Brassicaceae,Brassicoideae,Brassicodae,Brassiceae,Cakile"
cakile maritima,European Searocket,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Brassicales,Brassicaceae,Brassicoideae,Brassicodae,Brassiceae,Cakile"
capsella bursa-pastoris,shepherd's-purse,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Brassicales,Brassicaceae,Brassicoideae,Camelinodae,Camelineae,Capsella"
cardamine amara,large bittercress,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Brassicales,Brassicaceae,Brassicoideae,Camelinodae,Cardamineae,Cardamine"
cardamine bulbifera,coralroot,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Brassicales,Brassicaceae,Brassicoideae,Camelinodae,Cardamineae,Cardamine"
cardamine bulbosa,bulbous cress,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Brassicales,Brassicaceae,Brassicoideae,Camelinodae,Cardamineae,Cardamine"
cardamine californica,milkmaids,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Brassicales,Brassicaceae,Brassicoideae,Camelinodae,Cardamineae,Cardamine"
cardamine concatenata,cut-leaved toothwort,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Brassicales,Brassicaceae,Brassicoideae,Camelinodae,Cardamineae,Cardamine"
cardamine diphylla,Two-leaved Toothwort,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Brassicales,Brassicaceae,Brassicoideae,Camelinodae,Cardamineae,Cardamine"
cardamine douglassii,Purple Cress,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Brassicales,Brassicaceae,Brassicoideae,Camelinodae,Cardamineae,Cardamine"
cardamine flexuosa,wavy bittercress,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Brassicales,Brassicaceae,Brassicoideae,Camelinodae,Cardamineae,Cardamine"
cardamine hirsuta,hairy bittercress,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Brassicales,Brassicaceae,Brassicoideae,Camelinodae,Cardamineae,Cardamine"
cardamine impatiens,narrow-leaved bittercress,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Brassicales,Brassicaceae,Brassicoideae,Camelinodae,Cardamineae,Cardamine"
cardamine nuttallii,Nuttall's toothwort,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Brassicales,Brassicaceae,Brassicoideae,Camelinodae,Cardamineae,Cardamine"
cardamine pratensis,Cuckooflower,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Brassicales,Brassicaceae,Brassicoideae,Camelinodae,Cardamineae,Cardamine"
caulanthus lasiophyllus,California mustard,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Brassicales,Brassicaceae,Brassicoideae,Brassicodae,Thelypodieae,Caulanthus"
chorispora tenella,crossflower,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Brassicales,Brassicaceae,Brassicoideae,Hesperodae,Chorisporeae,Chorispora"
crambe maritima,sea kale,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Brassicales,Brassicaceae,Brassicoideae,Brassicodae,Brassiceae,Crambe"
descurainia pinnata,Western Tansymustard,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Brassicales,Brassicaceae,Brassicoideae,Camelinodae,Descurainieae,Descurainia"
descurainia sophia,flixweed,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Brassicales,Brassicaceae,Brassicoideae,Camelinodae,Descurainieae,Descurainia"
diplotaxis tenuifolia,Perennial Wall-rocket,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Brassicales,Brassicaceae,Brassicoideae,Brassicodae,Brassiceae,Diplotaxis"
dithyrea californica,California shieldpod,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Brassicales,Brassicaceae,Brassicoideae,Camelinodae,Physarieae,Dithyrea"
draba cuneifolia,wedgeleaf draba,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Brassicales,Brassicaceae,Brassicoideae,Arabodae,Arabideae,Tomostima"
draba verna,Common Whitlowgrass,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Brassicales,Brassicaceae,Brassicoideae,Arabodae,Arabideae,Draba,Erophila,Draba verna"
eruca vesicaria,rocketsalad,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Brassicales,Brassicaceae,Brassicoideae,Brassicodae,Brassiceae,Eruca"
erysimum capitatum,Western Wallflower,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Brassicales,Brassicaceae,Brassicoideae,Camelinodae,Erysimeae,Erysimum"
erysimum cheiranthoides,wormseed wallflower,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Brassicales,Brassicaceae,Brassicoideae,Camelinodae,Erysimeae,Erysimum"
hesperis matronalis,dame's rocket,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Brassicales,Brassicaceae,Brassicoideae,Hesperodae,Hesperideae,Hesperis"
hirschfeldia incana,Shortpod Mustard,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Brassicales,Brassicaceae,Brassicoideae,Brassicodae,Brassiceae,Hirschfeldia"
lepidium campestre,field peppergrass,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Brassicales,Brassicaceae,Brassicoideae,Camelinodae,Lepidieae,Lepidium"
lepidium densiflorum,Common Peppergrass,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Brassicales,Brassicaceae,Brassicoideae,Camelinodae,Lepidieae,Lepidium"
lepidium didymum,Lesser swine-cress,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Brassicales,Brassicaceae,Brassicoideae,Camelinodae,Lepidieae,Lepidium"
lepidium draba,Heart-podded Hoary Cress,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Brassicales,Brassicaceae,Brassicoideae,Camelinodae,Lepidieae,Lepidium"
lepidium lasiocarpum,Hairypod Pepperweed,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Brassicales,Brassicaceae,Brassicoideae,Camelinodae,Lepidieae,Lepidium"
lepidium latifolium,broadleaved pepperweed,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Brassicales,Brassicaceae,Brassicoideae,Camelinodae,Lepidieae,Lepidium"
lepidium nitidum,Shining Pepperweed,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Brassicales,Brassicaceae,Brassicoideae,Camelinodae,Lepidieae,Lepidium"
lepidium virginicum,Virginia pepperweed,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Brassicales,Brassicaceae,Brassicoideae,Camelinodae,Lepidieae,Lepidium"
lobularia maritima,sweet alyssum,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Brassicales,Brassicaceae,Brassicoideae,Heliophilodae,Anastaticeae,Lobularia"
lunaria annua,Annual Honesty,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Brassicales,Brassicaceae,Brassicoideae,Heliophilodae,Biscutelleae,Lunaria"
lunaria rediviva,perennial honesty,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Brassicales,Brassicaceae,Brassicoideae,Heliophilodae,Biscutelleae,Lunaria"
nasturtium officinale,watercress,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Brassicales,Brassicaceae,Brassicoideae,Camelinodae,Cardamineae,Nasturtium"
physaria gordonii,Gordon's bladderpod,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Brassicales,Brassicaceae,Brassicoideae,Camelinodae,Physarieae,Physaria"
raphanus raphanistrum,Jointed Charlock,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Brassicales,Brassicaceae,Brassicoideae,Brassicodae,Brassiceae,Raphanus"
rapistrum rugosum,annual bastard cabbage,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Brassicales,Brassicaceae,Brassicoideae,Brassicodae,Brassiceae,Rapistrum"
rorippa palustris,Bog Yellowcress,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Brassicales,Brassicaceae,Brassicoideae,Camelinodae,Cardamineae,Rorippa"
sinapis arvensis,charlock,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Brassicales,Brassicaceae,Brassicoideae,Brassicodae,Brassiceae,Rhamphospermum"
sisymbrium altissimum,Tall Tumblemustard,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Brassicales,Brassicaceae,Brassicoideae,Brassicodae,Sisymbrieae,Sisymbrium"
sisymbrium irio,London rocket,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Brassicales,Brassicaceae,Brassicoideae,Brassicodae,Sisymbrieae,Sisymbrium"
sisymbrium loeselii,False London-rocket,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Brassicales,Brassicaceae,Brassicoideae,Brassicodae,Sisymbrieae,Sisymbrium"
sisymbrium officinale,Hedge mustard,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Brassicales,Brassicaceae,Brassicoideae,Brassicodae,Sisymbrieae,Sisymbrium"
stanleya pinnata,Desert Prince's Plume,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Brassicales,Brassicaceae,Brassicoideae,Brassicodae,Thelypodieae,Stanleya"
streptanthus glandulosus,bristly jewelflower,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Brassicales,Brassicaceae,Brassicoideae,Brassicodae,Thelypodieae,Streptanthus"
streptanthus tortuosus,Mountain Jewelflower,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Brassicales,Brassicaceae,Brassicoideae,Brassicodae,Thelypodieae,Streptanthus"
thlaspi arvense,field penny-cress,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Brassicales,Brassicaceae,Brassicoideae,Brassicodae,Thlaspideae,Thlaspi"
thysanocarpus curvipes,sand fringepod,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Brassicales,Brassicaceae,Brassicoideae,Brassicodae,Thelypodieae,Thysanocarpus"
turritis glabra,Tower Mustard,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Brassicales,Brassicaceae,Brassicoideae,Camelinodae,Turritideae,Turritis"
capparis spinosa,Caper Bush,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Brassicales,Capparaceae,Capparis,Capparis"
capparis zoharyi,Egyptian Caper,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Brassicales,Capparaceae,Capparis,Capparis"
carica papaya,Papaya,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Brassicales,Caricaceae,Carica"
cleome rutidosperma,Purple Cleome,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Brassicales,Cleomaceae,Cleome"
cleome viscosa,Asian spiderflower,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Brassicales,Cleomaceae,Cleome"
peritoma arborea,Bladderpod,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Brassicales,Cleomaceae,Cleomella"
peritoma serrulata,Rocky Mountain Beeplant,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Brassicales,Cleomaceae,Cleomella"
polanisia dodecandra,redwhisker clammyweed,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Brassicales,Cleomaceae,Polanisia"
koeberlinia spinosa,crown of thorns,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Brassicales,Koeberliniaceae,Koeberlinia"
floerkea proserpinacoides,false mermaid,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Brassicales,Limnanthaceae,Floerkea"
limnanthes douglasii,Douglas' meadowfoam,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Brassicales,Limnanthaceae,Limnanthes"
reseda lutea,Wild Mignonette,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Brassicales,Resedaceae,Reseda"
reseda luteola,Weld,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Brassicales,Resedaceae,Reseda"
tropaeolum majus,garden nasturtium,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Brassicales,Tropaeolaceae,Tropaeolum"
brunia noduliflora,Cone Stompie,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Bruniales,Bruniaceae,Brunia,Brunia"
pachysandra terminalis,Japanese pachysandra,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Buxales,Buxaceae,Pachysandra"
pseudowintera colorata,Mountain Horopito,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Canellales,Winteraceae,Pseudowintera"
carpobrotus chilensis,Chilean sea fig,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Caryophyllales,Aizoaceae,Ruschioideae,Ruschieae,Carpobrotus"
carpobrotus edulis,sea fig,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Caryophyllales,Aizoaceae,Ruschioideae,Ruschieae,Carpobrotus"
conicosia pugioniformis,Pig's-root,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Caryophyllales,Aizoaceae,Ruschioideae,Apatesieae,Conicosia"
disphyma australe,New Zealand Ice Plant,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Caryophyllales,Aizoaceae,Ruschioideae,Ruschieae,Disphyma"
mesembryanthemum cordifolium,heart-leaf ice plant,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Caryophyllales,Aizoaceae,Mesembryanthemoideae,Mesembryanthemum,Phyllobolus,Geniculiflora"
mesembryanthemum crystallinum,Crystalline ice plant,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Caryophyllales,Aizoaceae,Mesembryanthemoideae,Mesembryanthemum,Cryophytum,Papulosa"
mesembryanthemum nodiflorum,Slender Iceplant,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Caryophyllales,Aizoaceae,Mesembryanthemoideae,Mesembryanthemum,Mesembryanthemum,Mesembryanthemum"
sesuvium portulacastrum,sea purslane,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Caryophyllales,Aizoaceae,Sesuvioideae,Sesuvieae,Sesuvium"
tetragonia implexicoma,bower spinach,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Caryophyllales,Aizoaceae,Aizooideae,Tetragonioideae,Tetragonia"
tetragonia tetragonoides,New Zealand Spinach,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Caryophyllales,Aizoaceae,Aizooideae,Tetragonioideae,Tetragonia"
achyranthes aspera,Devil's Horsewhip,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Caryophyllales,Amaranthaceae,Amaranthoideae,Achyranthes"
allenrolfea occidentalis,Iodinebush,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Caryophyllales,Amaranthaceae,Salicornioideae,Salicornieae,Allenrolfea"
alternanthera philoxeroides,Alligatorweed,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Caryophyllales,Amaranthaceae,Gomphrenoideae,Alternanthera"
amaranthus palmeri,Palmer's Amaranth,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Caryophyllales,Amaranthaceae,Amaranthoideae,Amaranthus,Amaranthus hybridus"
amaranthus retroflexus,Redroot Amaranth,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Caryophyllales,Amaranthaceae,Amaranthoideae,Amaranthus,Amaranthus hybridus"
atriplex canescens,Fourwing Saltbush,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Caryophyllales,Amaranthaceae,Chenopodioideae,Atripliceae,Atriplex"
atriplex hymenelytra,Desert Holly,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Caryophyllales,Amaranthaceae,Chenopodioideae,Atripliceae,Atriplex"
atriplex lentiformis,big saltbush,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Caryophyllales,Amaranthaceae,Chenopodioideae,Atripliceae,Atriplex"
atriplex polycarpa,Cattle Saltbush,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Caryophyllales,Amaranthaceae,Chenopodioideae,Atripliceae,Atriplex"
atriplex prostrata,Creeping Saltbush,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Caryophyllales,Amaranthaceae,Chenopodioideae,Atripliceae,Atriplex"
atriplex sagittata,Shining Orache,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Caryophyllales,Amaranthaceae,Chenopodioideae,Atripliceae,Atriplex"
atriplex semibaccata,berry saltbush,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Caryophyllales,Amaranthaceae,Chenopodioideae,Atripliceae,Atriplex"
bassia scoparia,summer-cypress,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Caryophyllales,Amaranthaceae,Camphorosmoideae,Camphorosmeae,Bassia"
beta vulgaris,Beet,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Caryophyllales,Amaranthaceae,Betoideae,Beteae,Beta"
celosia argentea,Quail Grass,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Caryophyllales,Amaranthaceae,Amaranthoideae,Celosia"
chenopodiastrum murale,nettle-leaved goosefoot,"Plantae,Tracheophyta,Angiospermae,Magnoliopsida,Caryophyllales,Amaranthaceae,Chenopodioideae,Atripliceae,Chenopodiastrum"
